paper_id,title,journal_short,publication_year,institution_names,primary_topic,cited_by_count,citation_percentile,exact_math_density,broad_math_density
JASA_2023_0839,Smoothness-Penalized Deconvolution (SPeD) of a Density Estimate,JASA,2023,Cornell University,Statistical Methods and Inference,2,77.897798,0.0357,0.0325
JASA_2024_0841,Enhanced Response Envelope via Envelope Regularization,JASA,2024,University of Minnesota | University of Southern California,Sparse and Compressive Sensing Techniques,2,63.935624,0.0234,0.2883
JASA_2025_0842,Fast Signal Region Detection With Application to Whole Genome Association Studies,JASA,2025,Columbia University | King University | Peking University,Gene expression and cancer classification,2,78.80419400000001,0.0,0.1069
JASA_2025_0843,Random Effects Model-Based Sufficient Dimension Reduction for Independent Clustered Data,JASA,2025,Australian National University | The University of Sydney,Bayesian Methods and Mixture Models,2,93.196819,0.0255,0.3297
JASA_2025_0844,Data Fusion Using Weakly Aligned Sources,JASA,2025,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa | Fred Hutch Cancer Center | Harvard University | University of Washington,Statistical Methods and Inference,2,93.128253,0.258,0.4098
JASA_2025_0845,"Positive and Unlabeled Data: Model, Estimation, Inference, and Classification",JASA,2025,East China Normal University | Iowa State University | University of Waterloo,Machine Learning and Data Classification,2,93.285705,0.035,0.2231
JASA_2025_0846,Cutting Feedback in Misspecified Copula Models,JASA,2025,Monash University | National University of Singapore | The University of Melbourne,Financial Risk and Volatility Modeling,2,91.583815,0.1043,0.2144
JASA_2025_0848,Tail Calibration of Probabilistic Forecasts,JASA,2025,ETH Zurich | KU Leuven | University of Bern,Forecasting Techniques and Applications,2,92.505483,0.2125,0.2735
JASA_2025_0849,The ICML 2023 Ranking Experiment: Examining Author Self-Assessment in ML/AI Peer Review,JASA,2025,California University of Pennsylvania | Massachusetts Institute of Technology | New York University | Princeton University | University of North Carolina at Chapel Hill | University of Pennsylvania | University of Wisconsin–Madison,Topic Modeling,2,93.961678,0.0,0.0614
JASA_2025_0850,Conformal Prediction for Network-Assisted Regression,JASA,2025,University of Michigan | Washington University in St. Louis,Advanced Graph Neural Networks,2,94.048805,0.0646,0.2487
JASA_2025_0851,Communication-Efficient Distributed Estimation and Inference for Cox’s Model,JASA,2025,Princeton University,Distributed Sensor Networks and Detection Algorithms,2,90.702602,0.5003,0.5426
JASA_2025_0852,Estimation of Out-of-Sample Sharpe Ratio for High Dimensional Portfolio Optimization,JASA,2025,University of Hong Kong | University of Michigan,Financial Markets and Investment Strategies,2,93.264309,0.2074,0.3862
JASA_2025_0853,Efficient Distributed Learning over Decentralized Networks with Convoluted Support Vector Machine,JASA,2025,Renmin University of China | University of Michigan,Sparse and Compressive Sensing Techniques,2,87.62676499999999,0.0,0.2079
JASA_2026_0854,Network Regression and Supervised Centrality Estimation,JASA,2026,California University of Pennsylvania | Tsinghua University | University of Hong Kong | University of Notre Dame | Washington University in St. Louis,Game Theory and Applications,1,98.33465,0.3882,0.1636
JASA_2023_0855,Dynamic Matrix Recovery,JASA,2023,Academy of Mathematics and Systems Science | Chinese Academy of Sciences | King University | Peking University,Sparse and Compressive Sensing Techniques,1,50.03691500000001,0.0216,0.4671
JASA_2024_0857,Rational Kriging,JASA,2024,Georgia Institute of Technology,Probabilistic and Robust Engineering Design,1,67.919129,0.0083,0.2003
JASA_2024_0859,Statistical Inference for Networks of High-Dimensional Point Processes,JASA,2024,Seattle University | University of Chicago | University of Washington,Point processes and geometric inequalities,1,72.428135,0.5007,0.5373
JASA_2024_0860,Two Sample Test for Covariance Matrices in Ultra-High Dimension,JASA,2024,"University of California, Davis",Random Matrices and Applications,1,74.50796600000001,0.203,0.3016
JASA_2024_0861,Adaptive Testing for High-Dimensional Data,JASA,2024,Texas A&M University | Two Sigma Investments (United States) | University of Illinois Urbana-Champaign,Statistical Methods and Inference,1,75.65727799999999,0.0876,0.366
JASA_2025_0865,High-Dimensional Expected Shortfall Regression,JASA,2025,University of Illinois Chicago | University of Michigan | Washington University in St. Louis,Statistical Methods and Inference,1,83.41457199999999,0.0699,0.3164
JASA_2025_0866,Estimation of Over-Parameterized Models from an Auto-Modeling Perspective,JASA,2025,,Advanced Multi-Objective Optimization Algorithms,1,79.592931,0.0286,0.2383
JASA_2025_0867,Multi-Dimensional Domain Generalization with Low-Rank Structures,JASA,2025,Renmin University of China | Rutgers Sexual and Reproductive Health and Rights,Advanced Numerical Methods in Computational Mathematics,1,71.511826,0.0792,0.3194
JASA_2025_0869,Estimating Heterogeneous Causal Mediation Effects with Bayesian Decision Tree Ensembles,JASA,2025,The University of Texas at Austin,Advanced Causal Inference Techniques,1,85.76143499999999,0.0,0.1158
JASA_2025_0871,Integrated Path Stability Selection,JASA,2025,Harvard University,Fault Detection and Control Systems,1,79.319959,0.1386,0.2342
JASA_2025_0872,"Additive Multi-Index Gaussian Process Modeling, with Application to Multi-Physics Surrogate Modeling of the Quark-Gluon Plasma",JASA,2025,Duke University | Vanderbilt University,Gaussian Processes and Bayesian Inference,1,89.81922399999999,0.0068,0.1763
JASA_2025_0873,Debiased Calibration Estimation Using Generalized Entropy in Survey Sampling,JASA,2025,Iowa State University | King University | Korea Military Academy | Peking University,Survey Sampling and Estimation Techniques,1,89.017929,0.0548,0.287
JASA_2025_0875,A Bayesian Nonparametric Approach to Mediation and Spillover Effects with Multiple Mediators in Cluster-Randomized Trials,JASA,2025,Yale University,Advanced Causal Inference Techniques,1,89.390921,0.1662,0.3668
JASA_2025_0878,Policy Learning with Distributional Welfare,JASA,2025,Communication University of Zhejiang | University of Bristol | Zhejiang University,Advanced Causal Inference Techniques,1,89.39067200000001,0.1063,0.2843
JASA_2025_0879,Spatiotemporal Besov Priors for Bayesian Inverse Problems,JASA,2025,"Arizona State University | Irvine University | University of California, Irvine | Virginia Tech",Numerical methods in inverse problems,1,92.334152,0.1614,0.2808
JASA_2025_0881,High-Dimensional Spatial Autoregression with Latent Factors by Diversified Projections,JASA,2025,Fudan University | Peking University | Renmin University of China,Spatial and Panel Data Analysis,1,93.005892,0.0355,0.2575
JASA_2025_0882,Consistent Least Squares Estimation in Population-Size-Dependent Branching Processes,JASA,2025,The University of Melbourne | UNSW Sydney | Universidad de Extremadura,Stochastic processes and statistical mechanics,1,92.748333,0.0,0.4267
JASA_2025_0883,Conjugate Gradient Methods for High-Dimensional GLMMs,JASA,2025,Bocconi University | Decision Sciences (United States),Advanced Numerical Methods in Computational Mathematics,1,81.030108,0.2052,0.2016
JASA_2025_0884,Linear-Cost Vecchia Approximation of Multivariate Normal Probabilities,JASA,2025,University of Houston | University of Wisconsin–Madison,Soil Geostatistics and Mapping,1,82.920175,0.0547,0.1573
JASA_2026_0887,Balancing Weights for Causal Inference in Observational Factorial Studies,JASA,2026,"University of California, Berkeley | University of Illinois Urbana-Champaign",Advanced Causal Inference Techniques,1,98.261891,0.2744,0.4209
JASA_2026_0888,"Contextual Dynamic Pricing: Algorithms, Optimality, and Local Differential Privacy Constraints",JASA,2026,Fudan University | University of Notre Dame | University of Warwick,Privacy-Preserving Technologies in Data,1,98.658961,0.3538,0.2892
JASA_2026_0889,Adaptive Partition Factor Analysis,JASA,2026,Barcelona School of Economics | Universitat Pompeu Fabra,Psychometric Methodologies and Testing,1,99.19427,0.1105,0.1163
JASA_2026_0890,Toward Interpretable Deep Generative Models via Causal Representation Learning,JASA,2026,Rutgers Sexual and Reproductive Health and Rights | University of Chicago,Explainable Artificial Intelligence (XAI),1,99.052899,0.0,0.0821
JASA_2026_0891,Scalable community detection in massive networks via predictive assignment,JASA,2026,North Carolina State University | Pennsylvania State University | University of Central Florida,Complex Network Analysis Techniques,1,98.941135,0.0279,0.4487
JASA_2026_0892,Multi-Scale CUSUM Tests for Time Dependent Spherical Random Fields,JASA,2026,Libera Università Internazionale degli Studi Sociali Guido Carli | Sapienza University of Rome | University of Rome Tor Vergata,Theoretical and Computational Physics,1,99.060052,0.0766,0.3987
JASA_2023_0893,Bayesian Conditional Transformation Models,JASA,2023,Quantified Uncertainty Research Institute | TU Dortmund University | University of Göttingen,Statistical Methods and Inference,8,86.134192,0.0163,0.1677
JASA_2023_0897,A Feasibility Study of Differentially Private Summary Statistics and Regression Analyses with Evaluations on Administrative and Survey Data,JASA,2023,Florida State University | RAND Corporation | Urban Institute,Privacy-Preserving Technologies in Data,6,81.496768,0.0,0.0427
JASA_2023_0899,A Wasserstein Index of Dependence for Random Measures,JASA,2023,Bocconi University | Libera Università Internazionale degli Studi Sociali Guido Carli,Bayesian Methods and Mixture Models,5,77.286569,0.3488,0.3153
JASA_2023_0900,Multivariate Sparse Clustering for Extremes,JASA,2023,"Centre National de la Recherche Scientifique | Institut national de recherche en sciences et technologies du numérique | Laboratoire de Probabilités, Statistique et Modélisation | Sorbonne Université | University of Vienna | Université de Montpellier | Wolfgang Pauli Institute",Financial Risk and Volatility Modeling,5,80.827196,0.0809,0.4368
JASA_2023_0901,Inference in High-Dimensional Online Changepoint Detection,JASA,2023,London School of Economics and Political Science | University of Cambridge,Statistical Methods and Inference,5,83.87314099999999,0.3352,0.4252
JASA_2023_0903,Test of Significance for High-Dimensional Thresholds with Application to Individualized Minimal Clinically Important Difference,JASA,2023,Cornell University | University of Wisconsin–Madison,Statistical Methods and Inference,4,80.193979,0.3615,0.5406
JASA_2023_0904,"In Nonparametric and High-Dimensional Models, Bayesian Ignorability is an Informative Prior",JASA,2023,The University of Texas at Austin,Statistical Methods and Inference,4,75.169599,0.0625,0.2346
JASA_2024_0905,Doubly-Valid/Doubly-Sharp Sensitivity Analysis for Causal Inference with Unmeasured Confounding,JASA,2024,Cornell University | Princeton University | Stanford University,Advanced Causal Inference Techniques,4,89.212253,0.4749,0.4449
JASA_2024_0906,Generalized Bayesian Additive Regression Trees Models: Beyond Conditional Conjugacy,JASA,2024,The University of Texas at Austin,Bayesian Methods and Mixture Models,4,83.588752,0.0255,0.2446
JASA_2024_0907,Optimal Network Membership Estimation under Severe Degree Heterogeneity,JASA,2024,Harvard University | University of Virginia,Complex Network Analysis Techniques,4,75.760323,0.0958,0.4657
JASA_2023_0910,Bayesian Spline-Based Hidden Markov Models with Applications to Actimetry Data and Sleep Analysis,JASA,2023,MRC Biostatistics Unit | University of Cambridge | University of Warwick,Bayesian Methods and Mixture Models,3,72.471377,0.0,0.1518
JASA_2024_0912,Monte Carlo Inference for Semiparametric Bayesian Regression,JASA,2024,Columbia University | Cornell University | Rice University,Statistical Methods and Inference,3,86.962956,0.0631,0.189
JASA_2024_0914,When Frictions Are Fractional: Rough Noise in High-Frequency Data,JASA,2024,Columbia University | Helmholtz Zentrum München | Hong Kong University of Science and Technology,Financial Risk and Volatility Modeling,3,85.049082,0.424,0.4432
JASA_2024_0915,Sensitivity Analysis for Quantiles of Hidden Biases in Matched Observational Studies,JASA,2024,University of Chicago | University of Illinois Urbana-Champaign,Advanced Causal Inference Techniques,3,88.530661,0.3375,0.3575
JASA_2025_0916,Robust Inference for Federated Meta-Learning,JASA,2025,"Harvard University | Health Sciences North | Rutgers Sexual and Reproductive Health and Rights | University of California, Berkeley",Statistical Methods and Inference,3,95.935235,0.0,0.4089
JASA_2025_0917,Inference in Generalized Linear Models with Robustness to Misspecified Variances,JASA,2025,Erasmus University Rotterdam | Leiden University Medical Center | University of California San Diego | University of Padua,Statistical Methods and Inference,3,96.566161,0.2089,0.1829
JASA_2025_0918,Nonparametric Test for Rough Volatility,JASA,2025,Hong Kong University of Science and Technology,Financial Risk and Volatility Modeling,3,95.737033,0.5796,0.5348
JASA_2023_0920,Bayesian Robustness: A Nonasymptotic Viewpoint,JASA,2023,"Haliç University | Stanford University | University of California System | University of California, Berkeley | University of California, San Diego",Markov Chains and Monte Carlo Methods,5,67.85544,0.2388,0.3464
JASA_2023_0922,Bootstrap Prediction Bands for Functional Time Series,JASA,2023,,Statistical Methods and Inference,4,67.871337,0.0117,0.4009
JASA_2023_0923,Network Estimation by Mixing: Adaptivity and More,JASA,2023,"University of California, Davis | University of Minnesota",Complex Network Analysis Techniques,4,63.162264,0.1717,0.2122
JASA_2023_0924,Overcoming Repeated Testing Schedule Bias in Estimates of Disease Prevalence,JASA,2023,The Ohio State University | University of Dayton,SARS-CoV-2 detection and testing,4,70.354861,0.134,0.2253
JASA_2023_0925,Copula Modeling of Serially Correlated Multivariate Data with Hidden Structures,JASA,2023,Statistical Research (United States) | University of Toronto,Bayesian Methods and Mixture Models,4,76.006355,0.2865,0.3906
JASA_2023_0926,Higher-Order Expansions and Inference for Panel Data Models,JASA,2023,Australian Regenerative Medicine Institute | Monash University | Shanghai University of Finance and Economics,Spatial and Panel Data Analysis,4,90.974213,0.0467,0.3646
JASA_2024_0927,Model-Free Statistical Inference on High-Dimensional Data,JASA,2024,Beijing Normal University | Nankai University | Pennsylvania State University,Statistical Methods and Inference,4,88.63512999999999,0.0452,0.4192
JASA_2024_0928,Efficient Stochastic Generators with Spherical Harmonic Transformation for High-Resolution Global Climate Simulations from CESM2-LENS2,JASA,2024,King Abdullah University of Science and Technology | Lahore University of Management Sciences,Meteorological Phenomena and Simulations,4,77.77640099999999,0.0,0.2199
JASA_2024_0929,"A Physics-Informed, Deep Double Reservoir Network for Forecasting Boundary Layer Velocity",JASA,2024,University of Notre Dame,Reservoir Engineering and Simulation Methods,4,79.276939,0.0,0.0928
JASA_2023_0931,Bayesian Landmark-Based Shape Analysis of Tumor Pathology Images,JASA,2023,Southern Methodist University | The University of Texas Southwestern Medical Center | The University of Texas at Dallas,AI in cancer detection,3,69.098517,0.0,0.1331
JASA_2023_0932,Handbook of Bayesian Variable Selection,JASA,2023,Texas A&M University,Statistical Methods and Inference,3,75.94516,0.0,0.2129
JASA_2023_0934,"Testing Directed Acyclic Graph via Structural, Supervised and Generative Adversarial Learning",JASA,2023,"London School of Economics and Political Science | University of California, Berkeley",Advanced Graph Neural Networks,3,70.007076,0.0173,0.3411
JASA_2023_0935,DDAC-SpAM: A Distributed Algorithm for Fitting High-dimensional Sparse Additive Models with Feature Division and Decorrelation,JASA,2023,Chinese University of Hong Kong | East China Normal University | New York University,Statistical Methods and Inference,3,76.609888,0.0542,0.4608
JASA_2023_0936,Covariate-Assisted Bayesian Graph Learning for Heterogeneous Data,JASA,2023,Texas A&M University | University of Houston,Gene expression and cancer classification,3,66.513145,0.2317,0.3542
JASA_2024_0940,Evaluating Dynamic Conditional Quantile Treatment Effects with Applications in Ridesharing,JASA,2024,Didi Chuxing (China) | London School of Economics and Political Science | Shanghai University of Finance and Economics | University of North Carolina at Chapel Hill,Transportation and Mobility Innovations,3,62.279147,0.2727,0.3358
JASA_2024_0942,Testing a Large Number of Composite Null Hypotheses Using Conditionally Symmetric Multidimensional Gaussian Mixtures in Genome-Wide Studies,JASA,2024,Harvard University | Instituto Superior Politécnico Metropolitano de Angola | The University of Texas MD Anderson Cancer Center,Genetic Associations and Epidemiology,3,88.245348,0.027,0.1645
JASA_2024_0944,Coexchangeable Process Modeling for Uncertainty Quantification in Joint Climate Reconstruction,JASA,2024,British Library | The Alan Turing Institute | The University of Western Australia | Turing Institute | University of Exeter | University of Leeds,Atmospheric and Environmental Gas Dynamics,2,61.475834,0.0069,0.2299
JASA_2023_0945,Bayesian Inference Using the Proximal Mapping: Uncertainty Quantification Under Varying Dimensionality,JASA,2023,"Duke University | University of California, Los Angeles | University of Florida",Statistical Methods and Inference,2,70.156307,0.072,0.2965
JASA_2025_0947,Inference on the Proportion of Variance Explained in Principal Component Analysis,JASA,2025,University of Michigan | University of Southern California | University of Washington,Gene expression and cancer classification,2,78.324624,0.302,0.3293
JASA_2024_0948,Statistical Inference For Noisy Matrix Completion Incorporating Auxiliary Information,JASA,2024,"Brandeis University | Singapore Management University | University of California, Riverside",Sparse and Compressive Sensing Techniques,2,62.322746,0.5547,0.5811
JASA_2024_0950,Natural Gradient Variational Bayes Without Fisher Matrix Analytic Calculation and Its Inversion,JASA,2024,"Laboratoire de Probabilités et Modèles Aléatoires | Laboratoire de Probabilités, Statistique et Modélisation | Marist College | Marist School | Sorbonne Université | The University of Sydney",Blind Source Separation Techniques,2,68.403255,0.305,0.4552
JASA_2024_0952,Large-Scale Low-Rank Gaussian Process Prediction with Support Points,JASA,2024,King Abdullah University of Science and Technology | Renmin University of China,Gaussian Processes and Bayesian Inference,2,75.588917,0.0,0.1917
JASA_2024_0953,Model-Based Clustering of Categorical Data Based on the Hamming Distance,JASA,2024,University of Bergamo | Università Cattolica del Sacro Cuore | Università della Svizzera italiana,Bayesian Methods and Mixture Models,2,75.16248399999999,0.0232,0.168
JASA_2024_0954,Quantification of Vaccine Waning as a Challenge Effect,JASA,2024,"Czech Academy of Sciences, Institute of Mathematics | Institute of Mathematics and Informatics | University of Oslo | École Polytechnique Fédérale de Lausanne",SARS-CoV-2 and COVID-19 Research,2,72.008091,0.0946,0.297
JASA_2024_0957,Bayesian Clustering via Fusing of Localized Densities,JASA,2024,Duke University,Bayesian Methods and Mixture Models,2,76.367176,0.1987,0.3396
JASA_2024_0958,Optimal Multitask Linear Regression and Contextual Bandits under Sparse Heterogeneity,JASA,2024,Applied Mathematics (United States) | Arizona State University | University of Pennsylvania,Advanced Bandit Algorithms Research,2,80.920379,0.4716,0.433
JASA_2024_0959,Combining Broad and Narrow Case Definitions in Matched Case-Control Studies: Firearms in the Home and Suicide Risk,JASA,2024,Harvard University | University of Pennsylvania | University of Washington,Suicide and Self-Harm Studies,2,81.708641,0.0132,0.2423
JASA_2025_0961,Dependent Random Partitions by Shrinking Toward an Anchor,JASA,2025,Berry & Associates (United States) | Brigham Young University,Bayesian Methods and Mixture Models,2,93.516058,0.0143,0.1552
JASA_2025_0964,Incorporating Auxiliary Variables to Improve the Efficiency of Time-Varying Treatment Effect Estimation,JASA,2025,University of Michigan,Advanced Causal Inference Techniques,2,94.489891,0.0412,0.355
JASA_2025_0965,High-Dimensional Covariance Regression with Application to Co-Expression QTL Detection,JASA,2025,Baylor University | Emory University,Gene expression and cancer classification,2,82.49484500000001,0.0,0.2607
JASA_2025_0967,Conditional Data Synthesis Augmentation,JASA,2025,University of Minnesota,Generative Adversarial Networks and Image Synthesis,2,90.443489,0.139,0.2036
JASA_2024_0968,Model-Based Machine Learning,JASA,2024,University of Washington,Simulation Techniques and Applications,7,70.137397,0.0,0.1415
JASA_2023_0969,Solving Estimating Equations With Copulas,JASA,2023,BC Platforms (Finland) | LMU Klinikum | Ludwig-Maximilians-Universität München | Meta (United States),Statistical Methods and Inference,4,67.516618,0.0444,0.3323
JASA_2026_0970,Translating Predictive Distributions into Informative Priors,JASA,2026,MRC Biostatistics Unit | University of Cambridge,Gaussian Processes and Bayesian Inference,4,0.071021,0.0,0.2022
JASA_2025_0971,Adversarial Estimation of Riesz Representers,JASA,2025,Harvard University Press | Massachusetts Institute of Technology | Stanford University,Statistical Methods and Inference,3,0.1059639999999999,0.4556,0.3963
JASA_2023_0972,Doubly Robust Capture-Recapture Methods for Estimating Population Size,JASA,2023,"Cancer Research And Biostatistics | Carnegie Mellon University | London School of Hygiene & Tropical Medicine | University of California, Berkeley",Census and Population Estimation,3,57.218529,0.4001,0.3716
JASA_2025_0973,Safe Policy Learning through Extrapolation: Application to Pre-trial Risk Assessment,JASA,2025,Carnegie Mellon University | Quantitative BioSciences | Sun Yat-sen University,Advanced Bandit Algorithms Research,3,81.548366,0.1253,0.2143
JASA_2023_0974,On Learning and Testing of Counterfactual Fairness through Data Preprocessing,JASA,2023,Indian Institute of Management Bangalore | North Carolina State University,Ethics and Social Impacts of AI,3,69.50534999999999,0.146,0.1784
JASA_2023_0976,Mixed-Response State-Space Model for Analyzing Multi-Dimensional Digital Phenotypes,JASA,2023,Columbia University | Memorial Sloan Kettering Cancer Center | University of North Carolina at Chapel Hill,Functional Brain Connectivity Studies,3,62.25062,0.0,0.2694
JASA_2024_0980,Tree-Guided Rare Feature Selection and Logic Aggregation with Electronic Health Records Data,JASA,2024,Cornell University | UConn Health | University of Connecticut,Traditional Chinese Medicine Studies,2,85.683446,0.0232,0.181
JASA_2024_0981,Controlled Discovery and Localization of Signals via Bayesian Linear Programming,JASA,2024,Harvard University | Stanford University,Statistical Methods and Inference,2,81.462442,0.0273,0.1392
JASA_2026_0982,Sequential Knockoffs for Variable Selection in Reinforcement Learning,JASA,2026,Duke University | George Washington University | London School of Economics and Political Science | University of Birmingham | University of California System,Reinforcement Learning in Robotics,1,0.076022,0.1868,0.2126
JASA_2023_0984,Hierarchical Neyman-Pearson Classification for Prioritizing Severe Disease Categories in COVID-19 Patient Data,JASA,2023,"City University of Hong Kong | The University of Sydney | University of California, Los Angeles | University of Southern California",Single-cell and spatial transcriptomics,1,63.965721,0.0408,0.2202
JASA_2023_0985,Bayesian Lesion Estimation with a Structured Spike-and-Slab Prior,JASA,2023,University of Oxford,Statistical Methods and Inference,1,64.96157,0.0,0.091
JASA_2024_0986,Operator-Induced Structural Variable Selection for Identifying Materials Genes,JASA,2024,Rice University,Machine Learning in Materials Science,1,34.421350000000004,0.0303,0.1675
JASA_2024_0987,Semiparametric Bayesian Inference for Local Extrema of Functions in the Presence of Noise,JASA,2024,Marquette University | Rice University,Statistical Distribution Estimation and Applications,1,66.176688,0.0,0.3781
JASA_2024_0990,Doubly Flexible Estimation under Label Shift,JASA,2024,Pennsylvania State University | University of Seoul | University of Wisconsin–Madison,Machine Learning and Algorithms,1,60.491604,0.0403,0.5045
JASA_2026_0992,Towards Better Statistical Understanding of Watermarking LLMs,JASA,2026,Imperial College London | The University of Sydney | Virginia Tech,Advanced Steganography and Watermarking Techniques,1,0.070405,0.1585,0.1841
JASA_2024_0993,Testing the Number of Common Factors by Bootstrapped Sample Covariance Matrix in High-Dimensional Factor Models,JASA,2024,Jiangsu Normal University | Jiangsu Second Normal University | Nanjing Normal University | National University of Singapore | Shanghai University of Finance and Economics,Random Matrices and Applications,1,69.691149,0.5904,0.5318
JASA_2024_0994,Correction,JASA,2024,Hasselt University | Infectious Diseases Institute | UNSW Sydney | University of Antwerp,Statistical Methods and Bayesian Inference,1,69.693681,0.0,0.1962
JASA_2024_0995,Synthetic Likelihood in Misspecified Models,JASA,2024,Monash University | National University of Singapore | Queensland University of Technology,Markov Chains and Monte Carlo Methods,1,71.71432800000001,0.0408,0.0289
JASA_2024_0997,Optimal Network Pairwise Comparison,JASA,2024,Carnegie Mellon University | Harvard University,Advanced MIMO Systems Optimization,1,50.602377,0.0068,0.4888
JASA_2024_0998,Improving Tensor Regression by Optimal Model Averaging,JASA,2024,Academy of Mathematics and Systems Science | Capital University of Economics and Business | Chinese Academy of Sciences | George Washington University | University of Chinese Academy of Sciences | University of Science and Technology of China,Tensor decomposition and applications,1,49.651972,0.0085,0.1774
JASA_2024_0999,Zigzag Path Connects Two Monte Carlo Samplers: Hamiltonian Counterpart to a Piecewise Deterministic Markov Process,JASA,2024,"Johns Hopkins University | University of California, Los Angeles",Markov Chains and Monte Carlo Methods,1,73.003502,0.2506,0.3299
JASA_2024_1001,Adaptive Learning of the Latent Space of Wasserstein Generative Adversarial Networks,JASA,2024,Shanghai University of Finance and Economics,Generative Adversarial Networks and Image Synthesis,1,54.70342,0.0129,0.3861
JASA_2024_1002,Statistical and Computational Efficiency for Smooth Tensor Estimation with Unknown Permutations,JASA,2024,University of Wisconsin–Madison,Tensor decomposition and applications,1,51.916376,0.3339,0.3239
JASA_2024_1003,Coefficient Shape Alignment in Multiple Functional Linear Regression,JASA,2024,City University of Hong Kong,Statistical Methods and Inference,1,74.527697,0.0316,0.2661
JASA_2024_1004,"Simulation-Based, Finite-Sample Inference for Privatized Data",JASA,2024,Purdue University West Lafayette,Privacy-Preserving Technologies in Data,1,68.765943,0.0717,0.2243
JASA_2024_1005,Geometric Ergodicity of Trans-Dimensional Markov Chain Monte Carlo Algorithms,JASA,2024,University of Minnesota,Markov Chains and Monte Carlo Methods,1,75.060425,0.2126,0.4243
JASA_2025_1007,Efficient Estimation for Longitudinal Networks via Adaptive Merging,JASA,2025,Chinese University of Hong Kong | Southern University of Science and Technology,Tensor decomposition and applications,1,75.043029,0.1096,0.3709
JASA_2025_1008,High-Dimensional Variable Clustering based on Maxima of a Weakly Dependent Random Process,JASA,2025,Centre National de la Recherche Scientifique | Institut national de recherche en sciences et technologies du numérique | Université de Montpellier,Bayesian Methods and Mixture Models,1,86.62245899999999,0.3332,0.3173
JASA_2025_1009,Estimating Heterogeneous Exposure Effects in the Case-Crossover Design Using BART,JASA,2025,Emory University,Climate Change and Health Impacts,1,72.303844,0.0,0.0963
JASA_2025_1011,Statistical Inference for High-Dimensional Convoluted Rank Regression,JASA,2025,Beijing Normal University | City University of Hong Kong | Renmin University of China | Tsinghua University,Statistical Methods and Inference,1,85.252165,0.0743,0.1875
JASA_2025_1013,Frequency Domain Statistical Inference for High-Dimensional Time Series,JASA,2025,Cornell University | University of Cyprus,Spectroscopy and Chemometric Analyses,1,62.653717,0.0296,0.0382
JASA_2025_1014,Distributed Tensor Principal Component Analysis with Data Heterogeneity,JASA,2025,New York University,Tensor decomposition and applications,1,77.022375,0.4733,0.5516
JASA_2025_1018,Network Goodness-of-Fit for the Block-Model Family,JASA,2025,Carnegie Mellon University | Harvard University | University of Virginia,Anomaly Detection Techniques and Applications,1,88.60657400000001,0.21,0.4923
JASA_2025_1022,Kernel Density Estimation with Polyspherical Data and its Applications,JASA,2025,Universidad Carlos III de Madrid,Gene expression and cancer classification,1,81.917468,0.3873,0.4213
JASA_2025_1023,Higher-Order Accurate Two-Sample Network Inference and Network Hashing,JASA,2025,"Department of Health | Hong Kong University of Science and Technology | The Ohio State University | University of Maryland, Baltimore | University of Pittsburgh",Advanced Graph Neural Networks,1,89.207347,0.0669,0.2513
JASA_2025_1028,Posterior Risk of Modular and Semi-Modular Bayesian Inference,JASA,2025,Monash University | National University of Singapore,Bayesian Modeling and Causal Inference,1,91.642308,0.3981,0.2307
JASA_2025_1030,Deep Discrete Encoders: Identifiable Deep Generative Models for Rich Data with Discrete Latent Layers,JASA,2025,Columbia University,Generative Adversarial Networks and Image Synthesis,1,85.058868,0.2152,0.2361
JASA_2023_1031,Exact Bayesian Inference for Diffusion-Driven Cox Processes,JASA,2023,Universidade Federal de Minas Gerais | University of Warwick,Markov Chains and Monte Carlo Methods,2,0.264853,0.0606,0.2917
JASA_2026_1032,Calibrated Model Criticism Using Split Predictive Checks,JASA,2026,Boston University,Bayesian Modeling and Causal Inference,2,0.037743,0.1726,0.3324
JASA_2023_1037,Random Fixed Boundary Flows,JASA,2023,National University of Singapore | Singapore University of Social Sciences | Zhejiang University of Finance and Economics,Morphological variations and asymmetry,1,63.6754,0.2531,0.32
JASA_2023_1039,Rejoinder to Discussion of “A Tale of Two Datasets: Representativeness and Generalisability of Inference for Samples of Networks”,JASA,2023,Hasselt University | UNSW Sydney | University of Antwerp,Complex Network Analysis Techniques,1,48.779297,0.0,0.1021
JASA_2026_1040,Efficient Nonparametric Inference for Mediation Analysis with Nonignorable Missing Confounders,JASA,2026,Chinese University of Hong Kong | Renmin University of China,Advanced Causal Inference Techniques,1,0.438394,0.0567,0.2382
JASA_2024_1041,Inferring Independent Sets of Gaussian Variables after Thresholding Correlations,JASA,2024,University of Southern California | University of Washington,Gene Regulatory Network Analysis,1,53.607591,0.2517,0.5325
JASA_2024_1042,Sharp-SSL: Selective High-Dimensional Axis-Aligned Random Projections for Semi-Supervised Learning,JASA,2024,London School of Economics and Political Science | University of Cambridge | University of Pennsylvania,Statistical Methods and Inference,1,68.368354,0.4164,0.459
JASA_2024_1043,Graph-Aligned Random Partition Model (GARP),JASA,2024,The University of Texas at Austin | University of Turin,Bayesian Methods and Mixture Models,1,4.896979,0.1964,0.2619
