paper_id,journal_short,openalex_work_id,journal,work_type,publication_year,publication_date,volume,issue,title,doi,cited_by_count,citation_percentile,keywords,keyword_count,openalex_topics,topic_count,primary_topic,primary_topic_count,author_count,author_names,author_ids,institution_names,num_institutions,total_valid_chars,proof_chars,proof_density,display_chars,display_density,math_density
JASA_2023_0812,JASA,https://openalex.org/W4387772153,Journal of the American Statistical Association,article,2023,2023-10-19,119.0,548.0,A General Framework for Circular Local Likelihood Regression,https://doi.org/10.1080/01621459.2023.2272786,4,76.14681,Applied mathematics | Computer science | Covariate | Econometrics | Estimator | Generality | Mathematical proof | Mathematics | Parametric statistics | Poisson distribution | Smoothing | Statistics | Variance (accounting),13,Bayesian Methods and Mixture Models | Genetic and phenotypic traits in livestock | Statistical Methods and Inference,3,Bayesian Methods and Mixture Models,1,3,María Alonso‐Pena | Irène Gijbels | Rosa M. Crujeiras,https://openalex.org/A5061703638 | https://openalex.org/A5071674403 | https://openalex.org/A5035372543,KU Leuven | Statistics Belgium | Universidade de Santiago de Compostela,3,142892,37218,0.2605,35588,0.2491,0.5095176776866445
JASA_2023_0813,JASA,https://openalex.org/W4388489901,Journal of the American Statistical Association,article,2023,2023-11-08,119.0,548.0,Doubly Robust Interval Estimation for Optimal Policy Evaluation in Online Learning,https://doi.org/10.1080/01621459.2023.2279289,4,79.154985,Artificial intelligence | Computer science | Consistency (knowledge bases) | Estimator | Inference | Interval (graph theory) | Machine learning | Mathematical optimization | Mathematics | Online learning | Outcome (game theory) | Statistics | Value (mathematics),13,Advanced Bandit Algorithms Research | Machine Learning and Algorithms | Smart Grid Energy Management,3,Advanced Bandit Algorithms Research,1,3,Ye Shen | Hengrui Cai | Rui Song,https://openalex.org/A5000367812 | https://openalex.org/A5072907251 | https://openalex.org/A5089012283,"North Carolina State University | University of California, Irvine",2,201647,1384,0.0069,97309,0.4826,0.4894345068362039
JASA_2023_0814,JASA,https://openalex.org/W4388824023,Journal of the American Statistical Association,article,2023,2023-11-20,119.0,548.0,Minimum Resource Threshold Policy Under Partial Interference,https://doi.org/10.1080/01621459.2023.2284422,4,65.31590299999999,Channel (broadcasting) | Computer science | Environmental science | Interference (communication) | Mathematics | Resource (disambiguation) | Telecommunications,7,Advanced Bandit Algorithms Research | Advanced Wireless Network Optimization | Age of Information Optimization,3,Advanced Wireless Network Optimization,1,4,Chan Park | Guanhua Chen | Menggang Yu | Hyunseung Kang,https://openalex.org/A5062603941 | https://openalex.org/A5100665987 | https://openalex.org/A5057063597 | https://openalex.org/A5084062360,University of Pennsylvania | University of Wisconsin–Madison,2,167768,3482,0.0208,32286,0.1924,0.2131991798197511
JASA_2025_0815,JASA,https://openalex.org/W4406049275,Journal of the American Statistical Association,article,2025,2025-01-03,120.0,551.0,Robust Bayesian Modeling of Counts with Zero Inflation and Outliers: Theoretical Robustness and Efficient Computation,https://doi.org/10.1080/01621459.2024.2447111,4,97.617938,Algorithm | Approximate Bayesian computation | Artificial intelligence | Bayesian probability | Computation | Computer science | Gaussian | Gibbs sampling | Mathematics | Negative binomial distribution | Outlier | Poisson distribution | Posterior probability | Robustness (evolution) | Statistics,15,Bayesian Methods and Mixture Models | Statistical Methods and Bayesian Inference | Statistical Methods and Inference,3,Statistical Methods and Bayesian Inference,1,3,Yasuyuki Hamura | Kaoru Irie | Shonosuke Sugasawa,https://openalex.org/A5086498988 | https://openalex.org/A5076831167 | https://openalex.org/A5054166002,Keio University | Kyoto University | The University of Tokyo,3,108205,18690,0.1727,29601,0.2736,0.4462917610091955
JASA_2023_0817,JASA,https://openalex.org/W4386135968,Journal of the American Statistical Association,article,2023,2023-08-24,119.0,547.0,"Unified Unconditional Regression for Multivariate Quantiles, M-Quantiles, and Expectiles",https://doi.org/10.1080/01621459.2023.2250512,3,77.669298,Computer science | Covariate | Econometrics | Estimator | Mathematical proof | Mathematics | Multivariate statistics | Quantile | Quantile regression | Regression | Specification | Statistics,12,Advanced Statistical Methods and Models | Optimal Experimental Design Methods | Statistical Methods and Inference,3,Advanced Statistical Methods and Models,1,4,Luca Merlo | Lea Petrella | Nicola Salvati | Nikos Tzavidis,https://openalex.org/A5033702084 | https://openalex.org/A5000455158 | https://openalex.org/A5083878887 | https://openalex.org/A5026275240,European University of Rome | Sapienza University of Rome | University of Pisa | University of Southampton,4,94389,3696,0.0392,6936,0.0735,0.11264024409624003
JASA_2023_0818,JASA,https://openalex.org/W4386280583,Journal of the American Statistical Association,article,2023,2023-08-30,119.0,547.0,Latent Multimodal Functional Graphical Model Estimation,https://doi.org/10.1080/01621459.2023.2252142,3,63.34339799999999,Artificial intelligence | Computer science | Data mining | Data science | Estimator | Graph | Graphical model | Latent variable | Machine learning | Mathematical proof | Mathematics | Theoretical computer science,12,Blind Source Separation Techniques | Functional Brain Connectivity Studies | Neural dynamics and brain function,3,Functional Brain Connectivity Studies,1,4,Katherine Tsai | Boxin Zhao | Oluwasanmi Koyejo | Mladen Kolar,https://openalex.org/A5077952416 | https://openalex.org/A5046388151 | https://openalex.org/A5076316802 | https://openalex.org/A5016868056,Stanford University | University of Chicago | University of Illinois Urbana-Champaign,3,390626,170270,0.4359,149016,0.3815,0.8173700675326271
JASA_2023_0819,JASA,https://openalex.org/W4387040750,Journal of the American Statistical Association,article,2023,2023-09-26,119.0,548.0,A Regression-Based Approach to Robust Estimation and Inference for Genetic Covariance,https://doi.org/10.1080/01621459.2023.2261669,3,79.924519,Artificial intelligence | Computer science | Covariance | Econometrics | Economics | Estimation | Inference | Mathematics | Regression | Statistics,10,Genetic Associations and Epidemiology | Genetic Mapping and Diversity in Plants and Animals | Genetic and phenotypic traits in livestock,3,Genetic and phenotypic traits in livestock,1,3,J. Wang | Sai Li | Hongzhe Li,https://openalex.org/A5092277873 | https://openalex.org/A5100326557 | https://openalex.org/A5082318113,Cancer Research And Biostatistics | Harvard University | Renmin University of China | University of Pennsylvania,4,83265,0,0.0,4535,0.0545,0.05446466102203807
JASA_2024_0821,JASA,https://openalex.org/W4394600732,Journal of the American Statistical Association,article,2024,2024-04-09,120.0,549.0,Efficient Nonparametric Estimation of Stochastic Policy Effects with Clustered Interference,https://doi.org/10.1080/01621459.2024.2340789,3,85.33517499999999,Average treatment effect | Computer science | Econometrics | Estimator | Mathematics | Nonparametric statistics | Observational study | Parametric statistics | Propensity score matching | Statistics,10,"Advanced Causal Inference Techniques | Child Nutrition and Water Access | Poverty, Education, and Child Welfare",3,Advanced Causal Inference Techniques,1,3,Chanhwa Lee | Donglin Zeng | Michael G. Hudgens,https://openalex.org/A5033059359 | https://openalex.org/A5056322441 | https://openalex.org/A5078111251,University of Michigan | University of North Carolina at Chapel Hill,2,228643,9315,0.0407,85033,0.3719,0.4126432910694839
JASA_2024_0822,JASA,https://openalex.org/W4398167506,Journal of the American Statistical Association,article,2024,2024-05-21,120.0,549.0,Doubly Robust Augmented Model Accuracy Transfer Inference with High Dimensional Features,https://doi.org/10.1080/01621459.2024.2356291,3,78.889188,Artificial intelligence | Computer science | Confidence interval | Covariate | Coverage probability | Econometrics | Estimator | Imputation (statistics) | Inference | Machine learning | Mathematics | Missing data | Point estimation | Statistics | Transfer of learning,15,Cancer-related molecular mechanisms research | Domain Adaptation and Few-Shot Learning | Statistical Methods and Inference,3,Domain Adaptation and Few-Shot Learning,1,4,Doudou Zhou | Molei Liu | Mengyan Li | Tianxi Cai,https://openalex.org/A5004052573 | https://openalex.org/A5000308638 | https://openalex.org/A5101933166 | https://openalex.org/A5078003862,Bentley University | Columbia University | Harvard University | National University of Singapore,4,71610,4238,0.0592,22309,0.3115,0.3707163803937997
JASA_2024_0824,JASA,https://openalex.org/W4402665318,Journal of the American Statistical Association,article,2024,2024-09-20,120.0,550.0,A Model-Agnostic Graph Neural Network for Integrating Local and Global Information,https://doi.org/10.1080/01621459.2024.2404668,3,80.320237,Artificial intelligence | Artificial neural network | Computer science | Graph | Theoretical computer science,5,Advanced Graph Neural Networks | Graph Theory and Algorithms | Topic Modeling,3,Advanced Graph Neural Networks,1,5,Wenzhuo Zhou | Annie Qu | Keiland W Cooper | Norbert J. Fortin | Babak Shahbaba,https://openalex.org/A5028993237 | https://openalex.org/A5029794342 | https://openalex.org/A5082788314 | https://openalex.org/A5088318957 | https://openalex.org/A5007134352,"University of California, Irvine",1,76640,0,0.0,1601,0.0209,0.020889874739039666
JASA_2024_0825,JASA,https://openalex.org/W4402665386,Journal of the American Statistical Association,article,2024,2024-09-20,120.0,550.0,On Optimality of Mallows Model Averaging,https://doi.org/10.1080/01621459.2024.2402566,3,84.025913,Computer science | Econometrics | Mathematics,3,Financial Risk and Volatility Modeling | Stochastic processes and financial applications | Stochastic processes and statistical mechanics,3,Stochastic processes and financial applications,1,3,Jingfu Peng | Yang Li | Yuhong Yang,https://openalex.org/A5006208969 | https://openalex.org/A5100421103 | https://openalex.org/A5015458882,Renmin University of China | Tsinghua University,2,239439,29098,0.1215,82846,0.346,0.4675261757691938
JASA_2024_0826,JASA,https://openalex.org/W4403036776,Journal of the American Statistical Association,article,2024,2024-10-01,120.0,550.0,Euclidean Mirrors and Dynamics in Network Time Series,https://doi.org/10.1080/01621459.2024.2392912,3,71.976053,Computer science | Dynamics (music) | Euclidean geometry | Geology | Geometry | Mathematics | Physics | Series (stratigraphy) | Statistical physics,9,Complex Network Analysis Techniques | Opinion Dynamics and Social Influence | Topological and Geometric Data Analysis,3,Complex Network Analysis Techniques,1,4,Avanti Athreya | Zachary Lubberts | Youngser Park | Carey E. Priebe,https://openalex.org/A5104310129 | https://openalex.org/A5079485548 | https://openalex.org/A5021862004 | https://openalex.org/A5031834098,Johns Hopkins Medicine | Johns Hopkins University | Johns Hopkins University Applied Physics Laboratory | University of Virginia,4,145206,8128,0.056,14740,0.1015,0.15748660523669822
JASA_2024_0827,JASA,https://openalex.org/W4403248986,Journal of the American Statistical Association,article,2024,2024-10-09,120.0,550.0,Iterative Methods for Vecchia-Laplace Approximations for Latent Gaussian Process Models,https://doi.org/10.1080/01621459.2024.2410004,3,80.691911,Applied mathematics | Calculus (dental) | Computer science | Gaussian | Gaussian process | Laplace transform | Laplace's method | Mathematical analysis | Mathematical optimization | Mathematics | Medicine | Physics,12,Advanced Multi-Objective Optimization Algorithms | Gaussian Processes and Bayesian Inference | Statistical Methods and Inference,3,Gaussian Processes and Bayesian Inference,1,2,Pascal Kündig | Fabio Sigrist,https://openalex.org/A5093097392 | https://openalex.org/A5004802929,ETH Zurich | Lucerne University of Applied Sciences and Arts | University of Basel,3,127672,18257,0.143,24815,0.1944,0.3373644965223385
JASA_2024_0828,JASA,https://openalex.org/W4403335882,Journal of the American Statistical Association,article,2024,2024-10-11,120.0,549.0,Additive Covariance Matrix Models: Modeling Regional Electricity Net-Demand in Great Britain,https://doi.org/10.1080/01621459.2024.2412361,3,67.89618899999999,Chemistry | Covariance | Covariance matrix | Econometrics | Economics | Electricity | Engineering | Environmental science | Mathematics | Matrix (chemical analysis) | Net (polyhedron) | Statistics,12,Electric Power System Optimization | Energy Load and Power Forecasting,2,Electric Power System Optimization,1,4,Vincenzo Gioia | Matteo Fasiolo | Jethro Browell | Ruggero Bellio,https://openalex.org/A5031349383 | https://openalex.org/A5017828577 | https://openalex.org/A5085763147 | https://openalex.org/A5084030124,Statistical and Applied Mathematical Sciences Institute | University of Bristol | University of Glasgow | University of Trieste | University of Udine,5,118965,0,0.0,12611,0.106,0.10600596814189048
JASA_2024_0829,JASA,https://openalex.org/W4404528881,Journal of the American Statistical Association,article,2024,2024-11-19,120.0,550.0,Spatio-Temporal Modeling for Record-Breaking Temperature Events in Spain,https://doi.org/10.1080/01621459.2024.2427430,3,75.841002,Cartography | Climatology | Econometrics | Environmental science | Geography | Geology | Mathematics,7,Climate variability and models | Hydrology and Drought Analysis | Meteorological Phenomena and Simulations,3,Meteorological Phenomena and Simulations,1,5,Jorge Castillo‐Mateo | Alan E. Gelfand | Zeus Gracia-Tabuenca | Jesús Asín | Ana C. Cebrián,https://openalex.org/A5058536130 | https://openalex.org/A5042522667 | https://openalex.org/A5038519158 | https://openalex.org/A5030348595 | https://openalex.org/A5075713246,Duke University | Universidad de Zaragoza,2,116619,0,0.0,5936,0.0509,0.050900796611186856
JASA_2024_0830,JASA,https://openalex.org/W4404576671,Journal of the American Statistical Association,article,2024,2024-11-21,120.0,551.0,High-Dimensional Knockoffs Inference for Time Series Data,https://doi.org/10.1080/01621459.2024.2431344,3,76.642104,Artificial intelligence | Computer science | Econometrics | Geology | Inference | Mathematics | Series (stratigraphy) | Statistics | Time series,9,Anomaly Detection Techniques and Applications | Statistical Methods and Inference | Time Series Analysis and Forecasting,3,Time Series Analysis and Forecasting,1,4,Chien-Ming Chi | Yingying Fan | Ching‐Kang Ing | Jinchi Lv,https://openalex.org/A5074373091 | https://openalex.org/A5029944120 | https://openalex.org/A5079362198 | https://openalex.org/A5034015361,"Academia Sinica | Institute of Statistical Science, Academia Sinica | National Tsing Hua University | University of Southern California",4,262724,17225,0.0656,73767,0.2808,0.34634064645787976
JASA_2025_0832,JASA,https://openalex.org/W4411179380,Journal of the American Statistical Association,article,2025,2025-06-10,120.0,551.0,Partially Exchangeable Stochastic Block Models for (Node-Colored) Multilayer Networks,https://doi.org/10.1080/01621459.2025.2507825,3,92.400052,Block (permutation group theory) | Colored | Combinatorics | Computer science | Materials science | Mathematics | Node (physics) | Physics | Statistics | Stochastic block model,10,Bayesian Methods and Mixture Models | Complex Network Analysis Techniques | Opinion Dynamics and Social Influence,3,Complex Network Analysis Techniques,1,4,Daniele Durante | Francesco Gaffi | Antonio Lijoi | Igor Prünster,https://openalex.org/A5068162496 | https://openalex.org/A5031719152 | https://openalex.org/A5024867296 | https://openalex.org/A5111705646,"Bocconi University | University of Maryland, College Park",2,183764,14846,0.0808,25678,0.1397,0.22052197383600705
JASA_2025_0833,JASA,https://openalex.org/W4411412541,Journal of the American Statistical Association,article,2025,2025-06-18,121.0,553.0,Testing Elliptical Models in High Dimensions,https://doi.org/10.1080/01621459.2025.2518617,3,81.038414,Computer science | Econometrics | Mathematics,3,Soil Geostatistics and Mapping | Statistical Methods and Inference | Statistical and numerical algorithms,3,Soil Geostatistics and Mapping,1,2,Siyao Wang | Miles E. Lopes,https://openalex.org/A5100694330 | https://openalex.org/A5037982747,,0,160721,10445,0.065,51942,0.3232,0.3881695609161217
JASA_2025_0834,JASA,https://openalex.org/W4411984859,Journal of the American Statistical Association,article,2025,2025-07-03,120.0,551.0,Debiasing Watermarks for Large Language Models via Maximal Coupling,https://doi.org/10.1080/01621459.2025.2520455,3,95.962872,Cognitive science | Computer science | Coupling (piping) | Debiasing | Materials science | Psychology,6,Natural Language Processing Techniques | Speech Recognition and Synthesis | Topic Modeling,3,Topic Modeling,1,5,Yangxinyu Xie | Xiang Li | Tanwi Mallick | Weijie Su | Ruixun Zhang,https://openalex.org/A5042596205 | https://openalex.org/A5100728260 | https://openalex.org/A5114730370 | https://openalex.org/A5080575294 | https://openalex.org/A5045614813,Argonne National Laboratory | King University | Peking University | Quantitative BioSciences | University of Pennsylvania,5,125390,15113,0.1205,7203,0.0574,0.17797272509769518
JASA_2025_0835,JASA,https://openalex.org/W4414608678,Journal of the American Statistical Association,article,2025,2025-09-29,,,Bayesian Geostatistics Using Predictive Stacking,https://doi.org/10.1080/01621459.2025.2566449,3,82.578622,Bayesian inference | Bayesian probability | Frequentist inference | Inference | Markov chain | Markov chain Monte Carlo | Posterior probability | Predictive inference | Stacking | Statistical inference,10,Geochemistry and Geologic Mapping | Mineral Processing and Grinding | Soil Geostatistics and Mapping,3,Soil Geostatistics and Mapping,1,3,Lu Zhang | Wenpin Tang | Sudipto Banerjee,https://openalex.org/A5100388564 | https://openalex.org/A5058487048 | https://openalex.org/A5069620117,"Columbia University | University of California, Los Angeles | University of Southern California",3,192078,25529,0.1329,26071,0.1357,0.26864086464873643
JASA_2024_0836,JASA,https://openalex.org/W3215045347,Journal of the American Statistical Association,article,2024,2024-10-15,120.0,550.0,Robust Permutation Tests in Linear Instrumental Variables Regression,https://doi.org/10.1080/01621459.2024.2412363,2,87.654764,Applied mathematics | Conditional independence | Heteroscedasticity | Instrumental variable | Linear regression | Mathematics | Orthogonality | Permutation (music) | Regression | Resampling | Statistics,11,Advanced Causal Inference Techniques | International Development and Aid | Statistical Methods and Inference,3,International Development and Aid,1,1,Purevdorj Tuvaandorj,https://openalex.org/A5039821923,York University,1,76822,2516,0.0328,9018,0.1174,0.1501392830178855
JASA_2023_0839,JASA,https://openalex.org/W4386772240,Journal of the American Statistical Association,article,2023,2023-09-15,119.0,547.0,Smoothness-Penalized Deconvolution (SPeD) of a Density Estimate,https://doi.org/10.1080/01621459.2023.2259028,2,77.897798,Algorithm | Applied mathematics | Deconvolution | Estimator | Gaussian | Mathematical analysis | Mathematical optimization | Mathematics | Mean squared error | Minimum mean square error | Smoothness | Spline (mechanical) | Statistics,13,Gaussian Processes and Bayesian Inference | Probabilistic and Robust Engineering Design | Statistical Methods and Inference,3,Statistical Methods and Inference,1,2,David Kent | David Ruppert,https://openalex.org/A5019081230 | https://openalex.org/A5061514978,Cornell University,1,2375218,84816,0.0357,43200,0.0182,0.053896526550405055
JASA_2024_0841,JASA,https://openalex.org/W4399766557,Journal of the American Statistical Association,article,2024,2024-06-18,120.0,550.0,Enhanced Response Envelope via Envelope Regularization,https://doi.org/10.1080/01621459.2024.2368844,2,63.935624,Applied mathematics | Artificial intelligence | Computer science | Envelope (radar) | Mathematics | Regularization (linguistics) | Telecommunications,7,Sparse and Compressive Sensing Techniques | Speech and Audio Processing | Structural Health Monitoring Techniques,3,Sparse and Compressive Sensing Techniques,1,2,Oh-Ran Kwon | Hui Zou,https://openalex.org/A5044545510 | https://openalex.org/A5079252402,University of Minnesota | University of Southern California,2,92516,2093,0.0226,13406,0.1449,0.16752777897877125
JASA_2025_0842,JASA,https://openalex.org/W4407368396,Journal of the American Statistical Association,article,2025,2025-02-11,120.0,551.0,Fast Signal Region Detection With Application to Whole Genome Association Studies,https://doi.org/10.1080/01621459.2025.2464271,2,78.80419400000001,Association (psychology) | Biology | Computational biology | Computer science | Gene | Genetic association | Genetics | Genome-wide association study | Genotype | Mathematics | Psychology | Single-nucleotide polymorphism | Statistics,13,Gene expression and cancer classification | Genetic Associations and Epidemiology | Genomic variations and chromosomal abnormalities,3,Gene expression and cancer classification,1,3,Wei Zhang | Fan Wang | Fang Yao,https://openalex.org/A5100441470 | https://openalex.org/A5100380549 | https://openalex.org/A5041649403,Columbia University | King University | Peking University,3,68632,0,0.0,806,0.0117,0.011743792982865136
JASA_2025_0843,JASA,https://openalex.org/W4407720048,Journal of the American Statistical Association,article,2025,2025-02-18,120.0,552.0,Random Effects Model-Based Sufficient Dimension Reduction for Independent Clustered Data,https://doi.org/10.1080/01621459.2025.2457919,2,93.196819,Artificial intelligence | Combinatorics | Computer science | Dimension (graph theory) | Dimensionality reduction | Mathematics | Medicine | Random effects model | Reduction (mathematics) | Statistics | Sufficient dimension reduction,11,Bayesian Methods and Mixture Models | Face and Expression Recognition | Statistical Methods and Inference,3,Bayesian Methods and Mixture Models,1,2,Linh Nghiem | Francis K. C. Hui,https://openalex.org/A5042318638 | https://openalex.org/A5000251612,Australian National University | The University of Sydney,2,145737,3722,0.0255,135995,0.9332,0.9586927135868036
JASA_2025_0844,JASA,https://openalex.org/W4408399124,Journal of the American Statistical Association,article,2025,2025-03-13,120.0,552.0,Data Fusion Using Weakly Aligned Sources,https://doi.org/10.1080/01621459.2025.2476780,2,93.128253,Computer science | Fusion | Philosophy,3,Gaussian Processes and Bayesian Inference | Sparse and Compressive Sensing Techniques | Statistical Methods and Inference,3,Statistical Methods and Inference,1,4,Sijia Li | Peter B. Gilbert | Rui Duan | Alex Luedtke,https://openalex.org/A5086564552 | https://openalex.org/A5085731242 | https://openalex.org/A5089178051 | https://openalex.org/A5022039512,Cape Town HVTN Immunology Laboratory / Hutchinson Centre Research Institute of South Africa | Fred Hutch Cancer Center | Harvard University | University of Washington,4,162705,42874,0.2635,33666,0.2069,0.4704219292584739
JASA_2025_0845,JASA,https://openalex.org/W4408404791,Journal of the American Statistical Association,article,2025,2025-03-13,120.0,552.0,"Positive and Unlabeled Data: Model, Estimation, Inference, and Classification",https://doi.org/10.1080/01621459.2025.2474266,2,93.285705,Artificial intelligence | Computer science | Data mining | Econometrics | Economics | Estimation | Inference | Machine learning | Mathematics | Pattern recognition (psychology) | Statistics,11,Advanced Statistical Methods and Models | Imbalanced Data Classification Techniques | Machine Learning and Data Classification,3,Machine Learning and Data Classification,1,5,Siyan Liu | Chi-Kuang Yeh | Xin Zhang | Qinglong Tian | Pengfei Li,https://openalex.org/A5066452825 | https://openalex.org/A5100327403 | https://openalex.org/A5041339158,East China Normal University | Iowa State University | University of Waterloo,3,69871,2168,0.031,7281,0.1042,0.13523493294786107
JASA_2025_0846,JASA,https://openalex.org/W4408545680,Journal of the American Statistical Association,article,2025,2025-03-18,120.0,551.0,Cutting Feedback in Misspecified Copula Models,https://doi.org/10.1080/01621459.2025.2464270,2,91.583815,Computer science | Copula (linguistics) | Econometrics | Economics | Mathematics | Statistics,6,Credit Risk and Financial Regulations | Financial Risk and Volatility Modeling | Stochastic processes and financial applications,3,Financial Risk and Volatility Modeling,1,4,Michael S. Smith | Weichang Yu | David J. Nott | David T. Frazier,https://openalex.org/A5050357458 | https://openalex.org/A5045365386 | https://openalex.org/A5005139027 | https://openalex.org/A5074009517,Monash University | National University of Singapore | The University of Melbourne,3,162796,14892,0.0915,14828,0.0911,0.18255976805326912
JASA_2025_0848,JASA,https://openalex.org/W4410553701,Journal of the American Statistical Association,article,2025,2025-05-21,120.0,552.0,Tail Calibration of Probabilistic Forecasts,https://doi.org/10.1080/01621459.2025.2506194,2,92.505483,Calibration | Computer science | Econometrics | Mathematics | Probabilistic logic | Statistics,6,Forecasting Techniques and Applications | Meteorological Phenomena and Simulations | Statistical and numerical algorithms,3,Forecasting Techniques and Applications,1,4,Sam Allen | Jonathan Koh | Johan Segers | Johanna F. Ziegel,https://openalex.org/A5085323024 | https://openalex.org/A5055893307 | https://openalex.org/A5074862331 | https://openalex.org/A5080242685,ETH Zurich | KU Leuven | University of Bern,3,135688,27905,0.2057,21157,0.1559,0.3615795059253582
JASA_2025_0849,JASA,https://openalex.org/W4410954148,Journal of the American Statistical Association,article,2025,2025-06-02,,,The ICML 2023 Ranking Experiment: Examining Author Self-Assessment in ML/AI Peer Review,https://doi.org/10.1080/01621459.2025.2510006,2,93.961678,Computer science | Environmental science | Forestry | Geography | Information retrieval | Mathematics | Psychology | Ranking (information retrieval) | Statistics,9,Explainable Artificial Intelligence (XAI) | Natural Language Processing Techniques | Topic Modeling,3,Topic Modeling,1,9,Buxin Su | Jiayao Zhang | Natalie Collina | Yuling Yan | Didong Li | Kyunghyun Cho | Jianqing Fan | Aaron Roth | Weijie Su,https://openalex.org/A5112970785 | https://openalex.org/A5100781205 | https://openalex.org/A5107608755 | https://openalex.org/A5104072102 | https://openalex.org/A5090506415 | https://openalex.org/A5091175785 | https://openalex.org/A5100664286 | https://openalex.org/A5057693522 | https://openalex.org/A5080575294,California University of Pennsylvania | Massachusetts Institute of Technology | New York University | Princeton University | University of North Carolina at Chapel Hill | University of Pennsylvania | University of Wisconsin–Madison,7,86973,0,0.0,1858,0.0214,0.021362951720648938
JASA_2025_0850,JASA,https://openalex.org/W4411179499,Journal of the American Statistical Association,article,2025,2025-06-10,120.0,551.0,Conformal Prediction for Network-Assisted Regression,https://doi.org/10.1080/01621459.2025.2506198,2,94.048805,Computer science | Conformal map | Econometrics | Mathematics | Regression | Regression analysis | Statistics,7,Advanced Graph Neural Networks | Complex Network Analysis Techniques | Opinion Dynamics and Social Influence,3,Advanced Graph Neural Networks,1,3,Robert Lunde | Elizaveta Levina | Ji Zhu,https://openalex.org/A5082273300 | https://openalex.org/A5033332525 | https://openalex.org/A5101765550,University of Michigan | Washington University in St. Louis,2,86617,5599,0.0646,13926,0.1608,0.22541764318782687
JASA_2025_0851,JASA,https://openalex.org/W4411412436,Journal of the American Statistical Association,article,2025,2025-06-18,120.0,551.0,Communication-Efficient Distributed Estimation and Inference for Cox’s Model,https://doi.org/10.1080/01621459.2025.2516820,2,90.702602,Artificial intelligence | Computer science | Econometrics | Economics | Estimation | Inference | Mathematics | Statistics,8,Distributed Sensor Networks and Detection Algorithms | Statistical Methods and Inference | Target Tracking and Data Fusion in Sensor Networks,3,Distributed Sensor Networks and Detection Algorithms,1,3,Pierre Bayle | Jianqing Fan | Zhipeng Lou,https://openalex.org/A5073685751 | https://openalex.org/A5100664286 | https://openalex.org/A5013258402,Princeton University,1,154736,75423,0.4874,59784,0.3864,0.8737914900217144
JASA_2025_0852,JASA,https://openalex.org/W4412627386,Journal of the American Statistical Association,article,2025,2025-07-24,121.0,553.0,Estimation of Out-of-Sample Sharpe Ratio for High Dimensional Portfolio Optimization,https://doi.org/10.1080/01621459.2025.2535757,2,93.264309,Chemistry | Chromatography | Computer science | Econometrics | Economics | Estimation | Financial economics | Mathematics | Portfolio | Portfolio optimization | Sample (material) | Sample size determination | Sharpe ratio | Statistics,14,Financial Markets and Investment Strategies | Housing Market and Economics | Stochastic processes and financial applications,3,Financial Markets and Investment Strategies,1,3,Xuran Meng | Yuan Cao | Weichen Wang,https://openalex.org/A5113244344 | https://openalex.org/A5100834886 | https://openalex.org/A5080111161,University of Hong Kong | University of Michigan,2,256301,53105,0.2072,61535,0.2401,0.44728658881549427
JASA_2025_0853,JASA,https://openalex.org/W4413847473,Journal of the American Statistical Association,article,2025,2025-08-29,,,Efficient Distributed Learning over Decentralized Networks with Convoluted Support Vector Machine,https://doi.org/10.1080/01621459.2025.2550671,2,87.62676499999999,Artificial intelligence | Biology | Computer science | Distributed computing | Support vector machine | Vector (molecular biology),6,Direction-of-Arrival Estimation Techniques | Microwave Imaging and Scattering Analysis | Sparse and Compressive Sensing Techniques,3,Sparse and Compressive Sensing Techniques,1,3,Canyi Chen | Nan Qiao | Liping Zhu,https://openalex.org/A5041563539 | https://openalex.org/A5110205627,Renmin University of China | University of Michigan,2,85030,0,0.0,3426,0.0403,0.04029166176643537
JASA_2026_0854,JASA,https://openalex.org/W4225772380,Journal of the American Statistical Association,preprint,2026,2026-03-10,,,Network Regression and Supervised Centrality Estimation,https://doi.org/10.1080/01621459.2026.2632866,1,98.33465,Artificial intelligence | Centrality | Computer science | Data mining | Econometrics | Economics | Estimation | Inference | Machine learning | Mathematics | Metric (unit) | Regression | Statistics,13,Complex Network Analysis Techniques | Economic Policies and Impacts | Game Theory and Applications,3,Game Theory and Applications,1,6,Junhui Cai | Dan Yang | Ran Chen | Haipeng Shen | Linda Zhao | Wu Zhu,https://openalex.org/A5049200383 | https://openalex.org/A5100676813 | https://openalex.org/A5102900838 | https://openalex.org/A5101989560,California University of Pennsylvania | Tsinghua University | University of Hong Kong | University of Notre Dame | Washington University in St. Louis,5,287032,111242,0.3876,6010,0.0209,0.40849800719083584
